SEG,PTC11,timestamp
2,179.2384,1668014995
2,179.3385,1668015055
2,179.43858,1668015115
2,179.53867,1668015175
2,179.53867,1668015235
2,179.63876,1668015295
2,179.73885,1668015355
2,179.83893,1668015415
2,179.83893,1668015475
2,179.93903,1668015535
2,180.03911,1668015595
2,180.03911,1668015655
2,180.13919,1668015715
2,180.23927,1668015775
2,180.33937,1668015835
2,180.33937,1668015895
2,180.43945,1668015955
2,180.53954,1668016015
2,180.63963,1668016075
2,180.63963,1668016135
2,180.73972,1668016195
2,180.8398,1668016255
2,180.8398,1668016315
2,180.8398,1668016375
2,180.8398,1668016435
2,180.8398,1668016495
2,180.73972,1668016555
2,180.8398,1668016615
2,180.8398,1668016675
2,180.8398,1668016735
2,180.9399,1668016795
2,180.9399,1668016855
2,181.03998,1668016915
2,181.03998,1668016975
2,181.14006,1668017035
2,181.14006,1668017095
2,181.14006,1668017155
2,181.14006,1668017215
2,181.14006,1668017275
2,181.24014,1668017335
2,181.34024,1668017395
2,181.34024,1668017455
2,181.34024,1668017515
2,181.44032,1668017575
2,181.44032,1668017635
2,181.44032,1668017695
2,181.6405,1668017755
2,181.5404,1668017815
2,181.6405,1668017875
2,181.6405,1668017935
2,181.6405,1668017995
2,181.74059,1668018055
2,181.74059,1668018115
2,181.84067,1668018175
2,181.74059,1668018235
2,181.84067,1668018295
2,181.84067,1668018355
2,181.84067,1668018415
2,181.94077,1668018475
2,181.84067,1668018535
2,181.84067,1668018595
2,181.84067,1668018655
2,181.84067,1668018715
2,181.94077,1668018775
2,181.94077,1668018835
2,181.84067,1668018895
2,181.84067,1668018955
2,181.94077,1668019015
2,181.84067,1668019075
2,181.94077,1668019135
2,181.94077,1668019195
2,181.94077,1668019255
2,181.94077,1668019315
2,181.94077,1668019375
2,182.04085,1668019435
2,182.04085,1668019495
2,182.04085,1668019555
2,182.04085,1668019615
2,181.94077,1668019675
2,182.04085,1668019735
2,181.94077,1668019795
2,181.94077,1668019855
2,182.04085,1668019915
2,181.94077,1668019975
2,181.94077,1668020035
2,181.94077,1668020095
2,181.94077,1668020155
2,181.94077,1668020215
2,182.04085,1668020275
2,181.94077,1668020335
2,181.94077,1668020395
2,181.94077,1668020455
2,181.94077,1668020515
2,182.04085,1668020575
2,181.94077,1668020635
2,182.04085,1668020695
2,181.94077,1668020755
2,181.94077,1668020815
2,181.94077,1668020875
2,181.94077,1668020935
2,181.74059,1668020995
2,181.5404,1668021055
2,181.24014,1668021115
3,173.99,1668021175
3,173.99,1668021235
3,173.99,1668021295
3,173.99,1668021355
3,173.99,1668021415
3,173.95,1668021475
3,173.9,1668021535
3,173.85,1668021595
3,173.8,1668021655
3,173.75,1668021715
3,173.73363,1668021775
3,172.83284,1668021835
3,171.83197,1668021895
3,170.93118,1668021955
3,169.83023,1668022015
3,168.72928,1668022075
3,167.62831,1668022135
3,166.42728,1668022195
3,165.22623,1668022255
3,163.9251,1668022315
3,162.62396,1668022375
3,161.22275,1668022435
3,159.82153,1668022495
3,158.32022,1668022555
3,156.81892,1668022615
3,155.31761,1668022675
3,153.71623,1668022735
3,152.21492,1668022795
3,150.61353,1668022855
3,148.91205,1668022915
3,147.31065,1668022975
3,145.60918,1668023035
3,144.00778,1668023095
3,142.3063,1668023155
3,140.70491,1668023215
3,139.00343,1668023275
3,137.40204,1668023335
3,135.80066,1668023395
3,134.09917,1668023455
3,132.49779,1668023515
3,130.7963,1668023575
3,129.19492,1668023635
3,127.59352,1668023695
3,125.99213,1668023755
3,124.39073,1668023815
3,122.88943,1668023875
3,121.28804,1668023935
3,119.686646,1668023995
3,118.18534,1668024055
3,116.68404,1668024115
3,115.18273,1668024175
3,113.68143,1668024235
3,112.18012,1668024295
3,110.67882,1668024355
3,109.17751,1668024415
3,107.77629,1668024475
3,106.37508,1668024535
3,104.973854,1668024595
3,103.57264,1668024655
3,102.17142,1668024715
3,100.87029,1668024775
3,99.46907,1668024835
3,98.16794,1668024895
3,96.866806,1668024955
3,95.665764,1668025015
3,94.36463,1668025075
3,93.26368,1668025135
3,91.96255,1668025195
3,90.86159,1668025255
3,89.660545,1668025315
3,88.659676,1668025375
3,87.558716,1668025435
3,86.557846,1668025495
3,85.55698,1668025555
3,84.6562,1668025615
3,83.65533,1668025675
3,82.85463,1668025735
3,81.95385,1668025795
3,80.95298,1668025855
3,80.05219,1668025915
3,79.05132,1668025975
3,78.15054,1668026035
3,77.14967,1668026095
3,76.1488,1668026155
3,75.24802,1668026215
3,74.44732,1668026275
3,73.54654,1668026335
3,72.74584,1668026395
3,71.84506,1668026455
3,71.044365,1668026515
3,70.14358,1668026575
3,69.34289,1668026635
3,68.54219,1668026695
3,67.74149,1668026755
3,67.040886,1668026815
3,66.34027,1668026875
3,65.53958,1668026935
3,64.83897,1668026995
3,64.03828,1668027055
3,63.337666,1668027115
3,62.73714,1668027175
3,62.036533,1668027235
3,61.335926,1668027295
3,60.7354,1668027355
3,60.13488,1668027415
0,59.434273,1668027475
0,58.833748,1668027535
0,58.233227,1668027595
0,57.632706,1668027655
0,57.032185,1668027715
0,56.53175,1668027775
0,55.931225,1668027835
0,55.43079,1668027895
0,54.930355,1668027955
0,54.42992,1668028015
0,53.929485,1668028075
0,53.529137,1668028135
0,53.228878,1668028195
0,52.82853,1668028255
