PTC11,PTC24,timestamp
172.83284,176.16791,1668021835
171.83197,175.4676,1668021895
170.93118,174.66725,1668021955
169.83023,163.96695,1668022015
168.72928,162.9665,1668022075
167.62831,172.16617,1668022135
166.42728,171.26578,1668022195
165.22623,170.26534,1668022255
163.9251,169.26491,1668022315
162.62396,168.16443,1668022375
161.22275,167.06395,1668022435
159.82153,165.96347,1668022495
158.32022,164.6629,1668022555
156.81892,163.46237,1668022615
155.31761,162.16182,1668022675
153.71623,160.86125,1668022735
152.21492,159.46063,1668022795
150.61353,158.06003,1668022855
148.91205,156.65942,1668022915
147.31065,155.15877,1668022975
145.60918,153.65811,1668023035
144.00778,152.15746,1668023095
142.3063,150.55676,1668023155
140.70491,149.05612,1668023215
139.00343,147.45541,1668023275
137.40204,145.85472,1668023335
135.80066,144.35406,1668023395
134.09917,142.65334,1668023455
132.49779,141.05263,1668023515
130.7963,139.45193,1668023575
129.19492,137.85124,1668023635
127.59352,136.25055,1668023695
125.99213,134.64986,1668023755
124.39073,132.94911,1668023815
122.88943,131.34842,1668023875
121.28804,129.74773,1668023935
119.686646,128.14702,1668023995
118.18534,126.546326,1668024055
116.68404,124.94563,1668024115
115.18273,123.44498,1668024175
113.68143,121.844284,1668024235
112.18012,120.34363,1668024295
110.67882,118.742935,1668024355
109.17751,117.24228,1668024415
107.77629,115.74163,1668024475
106.37508,114.34102,1668024535
104.973854,112.84037,1668024595
103.57264,111.43976,1668024655
102.17142,109.93911,1668024715
100.87029,108.43845,1668024775
99.46907,107.137886,1668024835
98.16794,105.73728,1668024895
96.866806,104.33667,1668024955
95.665764,103.0361,1668025015
94.36463,101.73554,1668025075
93.26368,100.33493,1668025135
91.96255,99.03436,1668025195
90.86159,97.7338,1668025255
89.660545,96.53328,1668025315
88.659676,95.332756,1668025375
87.558716,94.13223,1668025435
86.557846,92.93171,1668025495
85.55698,91.83123,1668025555
84.6562,90.73075,1668025615
83.65533,89.530235,1668025675
82.85463,88.5298,1668025735
81.95385,87.529366,1668025795
80.95298,86.52893,1668025855
80.05219,85.528496,1668025915
79.05132,84.52805,1668025975
78.15054,83.62766,1668026035
77.14967,82.52718,1668026095
76.1488,81.62679,1668026155
75.24802,80.62636,1668026215
74.44732,79.72597,1668026275
73.54654,78.82558,1668026335
72.74584,77.925186,1668026395
71.84506,77.024796,1668026455
71.044365,76.124405,1668026515
70.14358,75.12397,1668026575
69.34289,74.32362,1668026635
68.54219,73.423225,1668026695
67.74149,72.62288,1668026755
67.040886,71.82253,1668026815
66.34027,70.92214,1668026875
65.53958,70.121796,1668026935
64.83897,69.32144,1668026995
64.03828,68.521095,1668027055
63.337666,67.82079,1668027115
62.73714,67.02045,1668027175
62.036533,66.32014,1668027235
61.335926,65.51979,1668027295
60.7354,64.81949,1668027355
60.13488,64.11919,1668027415
59.434273,63.418877,1668027475
58.833748,62.718575,1668027535
58.233227,62.01827,1668027595
57.632706,61.418007,1668027655
57.032185,60.81775,1668027715
56.53175,60.117443,1668027775
55.931225,59.51718,1668027835
55.43079,58.91692,1668027895
54.930355,58.31666,1668027955
54.42992,57.616356,1668028015
53.929485,57.216183,1668028075
53.529137,56.715965,1668028135
53.228878,56.215748,1668028195
52.82853,55.71553,1668028255
