PTC11,PTC24,timestamp
24.804169,24.401913,1668004675
24.904257,24.501957,1668004735
25.104431,24.602001,1668004795
25.304604,24.802088,1668004855
25.504778,24.90213,1668004915
25.704952,25.002174,1668004975
26.005213,25.102219,1668005035
26.405561,25.302305,1668005095
26.80591,25.502392,1668005155
27.306345,25.702478,1668005215
27.706692,26.00261,1668005275
28.307215,26.30274,1668005335
28.907736,26.702913,1668005395
29.508259,27.103088,1668005455
30.208868,27.503262,1668005515
30.909475,28.003479,1668005575
31.610085,28.503696,1668005635
32.41078,29.003914,1668005695
33.211475,29.604176,1668005755
34.11226,30.30448,1668005815
35.013042,31.004784,1668005875
35.913826,31.70509,1668005935
36.81461,32.505436,1668005995
37.81548,33.305786,1668006055
38.916435,34.206177,1668006115
40.017395,35.106567,1668006175
41.11835,36.006958,1668006235
42.219307,37.007393,1668006295
43.52044,38.007828,1668006355
44.72148,39.108307,1668006415
45.922527,40.208786,1668006475
47.223656,41.309265,1668006535
48.624874,42.50979,1668006595
50.026093,43.710308,1668006655
51.42731,45.010876,1668006715
52.82853,46.31144,1668006775
54.229748,47.612007,1668006835
55.731052,48.91257,1668006895
57.232357,50.413223,1668006955
58.73366,51.81383,1668007015
60.335052,53.314484,1668007075
61.936447,54.715096,1668007135
63.637924,56.215748,1668007195
65.23932,57.816444,1668007255
67.040886,59.417137,1668007315
68.84245,61.017834,1668007375
70.54393,62.61853,1668007435
72.24541,64.31927,1668007495
74.046974,65.91997,1668007555
75.84854,67.72075,1668007615
77.75019,69.52153,1668007675
79.55176,71.222275,1668007735
81.5535,73.023056,1668007795
83.55524,74.92388,1668007855
85.456894,76.62462,1668007915
87.45863,78.62549,1668007975
89.46037,80.52631,1668008035
91.46211,82.42715,1668008095
93.46385,84.42802,1668008155
95.56568,86.32884,1668008215
97.56742,88.32971,1668008275
99.66924,90.33058,1668008335
101.77107,92.431496,1668008395
103.77281,94.53241,1668008455
105.67447,96.53328,1668008515
107.57612,98.53415,1668008575
109.47777,100.53502,1668008635
111.279335,102.435844,1668008695
113.0809,104.436714,1668008755
114.78238,106.33754,1668008815
116.58395,108.238365,1668008875
118.28543,110.13919,1668008935
119.98691,111.93998,1668008995
121.48821,113.64072,1668009055
123.0896,115.54154,1668009115
124.791084,117.24228,1668009175
126.39247,118.94302,1668009235
127.893776,120.64376,1668009295
129.39508,122.24445,1668009355
130.7963,123.84515,1668009415
132.19753,125.44585,1668009475
133.59874,126.9465,1668009535
134.89987,128.44716,1668009595
136.30109,129.9478,1668009655
137.60222,131.34842,1668009715
138.90335,132.64899,1668009775
140.20448,134.04959,1668009835
141.30544,135.4502,1668009895
142.50648,136.65073,1668009955
143.70752,137.95128,1668010015
144.70839,139.15181,1668010075
145.80936,140.35233,1668010135
146.91031,141.55286,1668010195
147.91118,142.65334,1668010255
148.91205,143.75381,1668010315
149.91292,144.8543,1668010375
150.8137,145.85472,1668010435
151.81458,146.85516,1668010495
152.61526,147.85559,1668010555
153.51605,148.85603,1668010615
154.41684,149.85646,1668010675
155.11745,150.75685,1668010735
156.01822,151.65724,1668010795
156.71884,152.4576,1668010855
157.51953,153.25793,1668010915
158.22014,154.15834,1668010975
158.92075,154.95868,1668011035
159.72145,155.65898,1668011095
160.32196,156.45934,1668011155
161.02258,157.15964,1668011215
161.6231,157.85994,1668011275
162.22362,158.56024,1668011335
162.82414,159.26056,1668011395
163.42467,159.96086,1668011455
164.02519,160.56111,1668011515
164.52562,161.16138,1668011575
165.02606,161.66159,1668011635
165.52649,162.3619,1668011695
166.02693,162.86212,1668011755
166.62744,163.46237,1668011815
167.12788,163.9626,1668011875
167.62831,164.46281,1668011935
168.02867,165.06308,1668011995
168.42902,165.5633,1668012055
168.92944,165.96347,1668012115
169.2297,166.46368,1668012175
169.73015,166.86386,1668012235
170.03041,167.36407,1668012295
170.43076,167.6642,1668012355
170.8311,168.16443,1668012415
171.13136,168.56459,1668012475
171.53171,168.96477,1668012535
171.83197,169.36494,1668012595
172.13223,169.66507,1668012655
172.4325,169.96521,1668012715
172.73276,170.36539,1668012775
173.03302,170.66551,1668012835
173.23318,171.06569,1668012895
173.63354,171.36581,1668012955
173.83371,171.66594,1668013015
174.03389,171.86603,1668013075
174.33415,172.16617,1668013135
174.53432,172.4663,1668013195
174.83458,172.76642,1668013255
175.03476,173.06656,1668013315
175.33502,173.26665,1668013375
175.4351,173.46674,1668013435
175.63528,181.76686,1668013495
175.93555,181.96695,1668013555
176.03563,174.16704,1668013615
176.33589,174.46716,1668013675
176.43597,174.66725,1668013735
176.63615,174.76729,1668013795
176.73624,175.06743,1668013855
176.93642,175.26752,1668013915
177.13658,175.4676,1668013975
177.33676,175.56764,1668014035
177.43684,175.76773,1668014095
177.53693,175.86777,1668014155
177.7371,176.06786,1668014215
177.83719,176.26794,1668014275
178.03737,176.368,1668014335
178.13745,176.56807,1668014395
178.23753,176.66812,1668014455
178.33763,176.86821,1668014515
178.43771,176.96825,1668014575
178.6379,177.16833,1668014635
178.73798,177.26839,1668014695
178.83806,177.36842,1668014755
178.93816,177.46848,1668014815
179.03824,177.56851,1668014875
179.13832,177.7686,1668014935
179.2384,177.86864,1668014995
179.3385,177.96869,1668015055
179.43858,178.06873,1668015115
179.53867,178.16878,1668015175
179.53867,178.16878,1668015235
179.63876,178.26881,1668015295
179.73885,178.36887,1668015355
179.83893,178.4689,1668015415
179.83893,178.56895,1668015475
179.93903,178.66899,1668015535
180.03911,178.66899,1668015595
180.03911,178.76903,1668015655
180.13919,178.86908,1668015715
180.23927,178.96912,1668015775
180.33937,179.06917,1668015835
180.33937,179.1692,1668015895
180.43945,179.1692,1668015955
180.53954,179.26926,1668016015
180.63963,179.3693,1668016075
180.63963,179.3693,1668016135
180.73972,179.46935,1668016195
180.8398,179.56938,1668016255
180.8398,179.56938,1668016315
180.8398,179.56938,1668016375
180.8398,179.66942,1668016435
180.8398,179.76947,1668016495
180.73972,179.76947,1668016555
180.8398,179.76947,1668016615
180.8398,179.8695,1668016675
180.8398,179.76947,1668016735
180.9399,179.96956,1668016795
180.9399,179.96956,1668016855
181.03998,180.0696,1668016915
181.03998,180.0696,1668016975
181.14006,180.16965,1668017035
181.14006,180.16965,1668017095
181.14006,180.16965,1668017155
181.14006,180.26968,1668017215
181.14006,180.36974,1668017275
181.24014,180.36974,1668017335
181.34024,180.36974,1668017395
181.34024,180.36974,1668017455
181.34024,180.46977,1668017515
181.44032,180.56982,1668017575
181.44032,180.56982,1668017635
181.44032,180.66986,1668017695
181.6405,180.66986,1668017755
181.5404,180.66986,1668017815
181.6405,180.7699,1668017875
181.6405,180.7699,1668017935
181.6405,180.86995,1668017995
181.74059,180.86995,1668018055
181.74059,180.86995,1668018115
181.84067,180.86995,1668018175
181.74059,180.96999,1668018235
181.84067,180.96999,1668018295
181.84067,180.96999,1668018355
181.84067,180.96999,1668018415
181.94077,181.07004,1668018475
181.84067,180.96999,1668018535
181.84067,180.96999,1668018595
181.84067,181.07004,1668018655
181.84067,181.07004,1668018715
181.94077,181.07004,1668018775
181.94077,181.07004,1668018835
181.84067,181.07004,1668018895
181.84067,181.07004,1668018955
181.94077,181.07004,1668019015
181.84067,181.07004,1668019075
181.94077,181.07004,1668019135
181.94077,181.07004,1668019195
181.94077,181.07004,1668019255
181.94077,181.07004,1668019315
181.94077,181.07004,1668019375
182.04085,181.07004,1668019435
182.04085,181.17007,1668019495
182.04085,181.17007,1668019555
182.04085,181.07004,1668019615
181.94077,181.07004,1668019675
182.04085,181.07004,1668019735
181.94077,181.17007,1668019795
181.94077,181.07004,1668019855
182.04085,181.07004,1668019915
181.94077,181.07004,1668019975
181.94077,181.07004,1668020035
181.94077,181.07004,1668020095
181.94077,181.07004,1668020155
181.94077,181.07004,1668020215
182.04085,181.07004,1668020275
181.94077,181.07004,1668020335
181.94077,181.07004,1668020395
181.94077,181.07004,1668020455
181.94077,181.07004,1668020515
182.04085,181.07004,1668020575
181.94077,181.07004,1668020635
182.04085,181.07004,1668020695
181.94077,181.07004,1668020755
181.94077,181.07004,1668020815
181.94077,181.07004,1668020875
181.94077,181.07004,1668020935
181.74059,181.07004,1668020995
181.5404,180.96999,1668021055
181.24014,180.86995,1668021115
180.9399,180.7699,1668021175
180.63963,180.66986,1668021235
180.03911,180.46977,1668021295
179.3385,180.16965,1668021355
178.73798,179.8695,1668021415
178.03737,179.46935,1668021475
177.23666,179.06917,1668021535
176.43597,178.56895,1668021595
175.53519,178.06873,1668021655
174.7345,177.46848,1668021715
173.73363,176.86821,1668021775
