PTC11,timestamp
24.804169,1668004675
24.904257,1668004735
25.104431,1668004795
25.304604,1668004855
25.504778,1668004915
25.704952,1668004975
26.005213,1668005035
26.405561,1668005095
26.80591,1668005155
27.306345,1668005215
27.706692,1668005275
28.307215,1668005335
28.907736,1668005395
29.508259,1668005455
30.208868,1668005515
30.909475,1668005575
31.610085,1668005635
32.41078,1668005695
33.211475,1668005755
34.11226,1668005815
35.013042,1668005875
35.913826,1668005935
36.81461,1668005995
37.81548,1668006055
38.916435,1668006115
40.017395,1668006175
41.11835,1668006235
42.219307,1668006295
43.52044,1668006355
44.72148,1668006415
45.922527,1668006475
47.223656,1668006535
48.624874,1668006595
50.026093,1668006655
51.42731,1668006715
52.82853,1668006775
54.229748,1668006835
55.731052,1668006895
57.232357,1668006955
58.73366,1668007015
60.335052,1668007075
61.936447,1668007135
63.637924,1668007195
65.23932,1668007255
67.040886,1668007315
68.84245,1668007375
70.54393,1668007435
72.24541,1668007495
74.046974,1668007555
75.84854,1668007615
77.75019,1668007675
79.55176,1668007735
81.5535,1668007795
83.55524,1668007855
85.456894,1668007915
87.45863,1668007975
89.46037,1668008035
91.46211,1668008095
93.46385,1668008155
95.56568,1668008215
97.56742,1668008275
99.66924,1668008335
101.77107,1668008395
103.77281,1668008455
105.67447,1668008515
107.57612,1668008575
109.47777,1668008635
111.279335,1668008695
113.0809,1668008755
114.78238,1668008815
116.58395,1668008875
118.28543,1668008935
119.98691,1668008995
121.48821,1668009055
123.0896,1668009115
124.791084,1668009175
126.39247,1668009235
127.893776,1668009295
129.39508,1668009355
130.7963,1668009415
132.19753,1668009475
133.59874,1668009535
134.89987,1668009595
136.30109,1668009655
137.60222,1668009715
138.90335,1668009775
140.20448,1668009835
141.30544,1668009895
142.50648,1668009955
143.70752,1668010015
144.70839,1668010075
145.80936,1668010135
146.91031,1668010195
147.91118,1668010255
148.91205,1668010315
149.91292,1668010375
150.8137,1668010435
151.81458,1668010495
152.61526,1668010555
153.51605,1668010615
154.41684,1668010675
155.11745,1668010735
156.01822,1668010795
156.71884,1668010855
157.51953,1668010915
158.22014,1668010975
158.92075,1668011035
159.72145,1668011095
160.32196,1668011155
161.02258,1668011215
161.6231,1668011275
162.22362,1668011335
162.82414,1668011395
163.42467,1668011455
164.02519,1668011515
164.52562,1668011575
165.02606,1668011635
165.52649,1668011695
166.02693,1668011755
166.62744,1668011815
167.12788,1668011875
