PTC11,timestamp
167.62831,1668011935
168.02867,1668011995
168.42902,1668012055
168.92944,1668012115
169.2297,1668012175
169.73015,1668012235
170.03041,1668012295
170.43076,1668012355
170.8311,1668012415
171.13136,1668012475
171.53171,1668012535
171.83197,1668012595
172.13223,1668012655
172.4325,1668012715
172.73276,1668012775
173.03302,1668012835
173.23318,1668012895
173.63354,1668012955
173.83371,1668013015
174.03389,1668013075
174.33415,1668013135
174.53432,1668013195
174.83458,1668013255
175.03476,1668013315
175.33502,1668013375
175.4351,1668013435
175.63528,1668013495
175.93555,1668013555
176.03563,1668013615
176.33589,1668013675
176.43597,1668013735
176.63615,1668013795
176.73624,1668013855
176.93642,1668013915
177.13658,1668013975
177.33676,1668014035
177.43684,1668014095
177.53693,1668014155
177.7371,1668014215
177.83719,1668014275
178.03737,1668014335
178.13745,1668014395
178.23753,1668014455
178.33763,1668014515
178.43771,1668014575
178.6379,1668014635
178.73798,1668014695
178.83806,1668014755
178.93816,1668014815
179.03824,1668014875
179.13832,1668014935
179.2384,1668014995
179.3385,1668015055
179.43858,1668015115
179.53867,1668015175
179.53867,1668015235
179.63876,1668015295
179.73885,1668015355
179.83893,1668015415
179.83893,1668015475
179.93903,1668015535
180.03911,1668015595
180.03911,1668015655
180.13919,1668015715
180.23927,1668015775
180.33937,1668015835
180.33937,1668015895
180.43945,1668015955
180.53954,1668016015
180.63963,1668016075
180.63963,1668016135
180.73972,1668016195
180.8398,1668016255
180.8398,1668016315
180.8398,1668016375
180.8398,1668016435
180.8398,1668016495
180.73972,1668016555
180.8398,1668016615
180.8398,1668016675
180.8398,1668016735
180.9399,1668016795
180.9399,1668016855
181.03998,1668016915
181.03998,1668016975
181.14006,1668017035
181.14006,1668017095
181.14006,1668017155
181.14006,1668017215
181.14006,1668017275
181.24014,1668017335
181.34024,1668017395
181.34024,1668017455
181.34024,1668017515
181.44032,1668017575
181.44032,1668017635
181.44032,1668017695
181.6405,1668017755
181.5404,1668017815
181.6405,1668017875
181.6405,1668017935
181.6405,1668017995
181.74059,1668018055
181.74059,1668018115
181.84067,1668018175
181.74059,1668018235
181.84067,1668018295
181.84067,1668018355
181.84067,1668018415
181.94077,1668018475
181.84067,1668018535
181.84067,1668018595
181.84067,1668018655
181.84067,1668018715
181.94077,1668018775
181.94077,1668018835
181.84067,1668018895
181.84067,1668018955
181.94077,1668019015
181.84067,1668019075
181.94077,1668019135
181.94077,1668019195
181.94077,1668019255
181.94077,1668019315
181.94077,1668019375
182.04085,1668019435
182.04085,1668019495
182.04085,1668019555
182.04085,1668019615
181.94077,1668019675
182.04085,1668019735
181.94077,1668019795
181.94077,1668019855
182.04085,1668019915
181.94077,1668019975
181.94077,1668020035
181.94077,1668020095
181.94077,1668020155
181.94077,1668020215
182.04085,1668020275
181.94077,1668020335
181.94077,1668020395
181.94077,1668020455
181.94077,1668020515
182.04085,1668020575
181.94077,1668020635
182.04085,1668020695
181.94077,1668020755
181.94077,1668020815
181.94077,1668020875
181.94077,1668020935
181.74059,1668020995
181.5404,1668021055
181.24014,1668021115
180.9399,1668021175
180.63963,1668021235
180.03911,1668021295
179.3385,1668021355
178.73798,1668021415
178.03737,1668021475
177.23666,1668021535
176.43597,1668021595
175.53519,1668021655
174.7345,1668021715
173.73363,1668021775
172.83284,1668021835
171.83197,1668021895
170.93118,1668021955
169.83023,1668022015
168.72928,1668022075
167.62831,1668022135
166.42728,1668022195
165.22623,1668022255
163.9251,1668022315
162.62396,1668022375
161.22275,1668022435
159.82153,1668022495
158.32022,1668022555
156.81892,1668022615
155.31761,1668022675
153.71623,1668022735
152.21492,1668022795
150.61353,1668022855
148.91205,1668022915
147.31065,1668022975
145.60918,1668023035
144.00778,1668023095
142.3063,1668023155
140.70491,1668023215
139.00343,1668023275
137.40204,1668023335
135.80066,1668023395
134.09917,1668023455
132.49779,1668023515
130.7963,1668023575
129.19492,1668023635
127.59352,1668023695
125.99213,1668023755
124.39073,1668023815
122.88943,1668023875
121.28804,1668023935
119.686646,1668023995
118.18534,1668024055
116.68404,1668024115
115.18273,1668024175
113.68143,1668024235
112.18012,1668024295
110.67882,1668024355
109.17751,1668024415
107.77629,1668024475
106.37508,1668024535
104.973854,1668024595
103.57264,1668024655
102.17142,1668024715
100.87029,1668024775
99.46907,1668024835
98.16794,1668024895
96.866806,1668024955
95.665764,1668025015
94.36463,1668025075
93.26368,1668025135
91.96255,1668025195
90.86159,1668025255
89.660545,1668025315
88.659676,1668025375
87.558716,1668025435
86.557846,1668025495
85.55698,1668025555
84.6562,1668025615
83.65533,1668025675
82.85463,1668025735
81.95385,1668025795
80.95298,1668025855
80.05219,1668025915
79.05132,1668025975
78.15054,1668026035
77.14967,1668026095
76.1488,1668026155
75.24802,1668026215
74.44732,1668026275
73.54654,1668026335
72.74584,1668026395
71.84506,1668026455
71.044365,1668026515
70.14358,1668026575
69.34289,1668026635
68.54219,1668026695
67.74149,1668026755
67.040886,1668026815
66.34027,1668026875
65.53958,1668026935
64.83897,1668026995
64.03828,1668027055
63.337666,1668027115
62.73714,1668027175
62.036533,1668027235
61.335926,1668027295
60.7354,1668027355
60.13488,1668027415
59.434273,1668027475
58.833748,1668027535
58.233227,1668027595
57.632706,1668027655
57.032185,1668027715
56.53175,1668027775
55.931225,1668027835
55.43079,1668027895
54.930355,1668027955
54.42992,1668028015
53.929485,1668028075
53.529137,1668028135
53.228878,1668028195
52.82853,1668028255
