SEG,PTC11,timestamp
0,23.402952,1667480841
0,24.10356,1667480901
0,24.704082,1667480961
0,25.304604,1667481021
0,26.1053,1667481081
0,26.80591,1667481141
0,27.606606,1667481201
0,28.307215,1667481261
0,29.10791,1667481321
0,29.908606,1667481381
0,31.209738,1667481441
0,32.71104,1667481501
0,34.312435,1667481561
0,36.013912,1667481621
0,37.915565,1667481681
0,39.81722,1667481741
0,41.81896,1667481801
0,43.920788,1667481861
0,46.1227,1667481921
0,48.4247,1667481981
0,50.726704,1667482041
0,53.0287,1667482101
1,55.330704,1667482161
1,57.83288,1667482221
1,60.234966,1667482281
1,62.637054,1667482341
1,65.13923,1667482401
1,67.6414,1667482461
1,70.043495,1667482521
1,72.54567,1667482581
1,75.047844,1667482641
1,77.65011,1667482701
1,80.15228,1667482761
1,82.75454,1667482821
1,85.356804,1667482881
1,87.95907,1667482941
1,90.46124,1667483001
1,93.06351,1667483061
1,95.665764,1667483121
1,98.26803,1667483181
1,100.87029,1667483241
1,103.67272,1667483301
1,106.27499,1667483361
1,108.87725,1667483421
1,111.67969,1667483481
1,114.18186,1667483541
1,116.78412,1667483601
1,119.38638,1667483661
1,122.08873,1667483721
1,124.791084,1667483781
1,127.49343,1667483841
1,130.09569,1667483901
1,132.69795,1667483961
1,135.30022,1667484021
1,138.00256,1667484081
1,140.70491,1667484141
1,143.40726,1667484201
1,146.10962,1667484261
1,148.71187,1667484321
1,151.41423,1667484381
1,154.11658,1667484441
1,156.919,1667484501
1,159.62135,1667484561
1,162.22362,1667484621
1,165.02606,1667484681
1,167.72841,1667484741
1,169.93031,1667484801
1,171.73189,1667484861
1,173.33328,1667484921
1,173.345,1667484981
1,173.35672,1667485041
1,173.36844,1667485101
1,173.38016,1667485161
1,173.39188,1667485221
1,173.4036,1667485281
1,173.41532,1667485341
1,173.42704,1667485401
1,173.43876,1667485461
1,173.45048,1667485521
1,173.4622,1667485581
1,173.47392,1667485641
1,173.48564,1667485701
1,173.49736,1667485761
1,173.50908,1667485821
1,173.5208,1667485881
1,173.53252,1667485941
1,173.54424,1667486001
1,173.55596,1667486061
1,173.56768,1667486121
1,173.5794,1667486181
1,173.59112,1667486241
1,173.60284,1667486301
1,173.61456,1667486361
1,173.62628,1667486421
1,173.638,1667486481
1,173.64972,1667486541
1,173.66144,1667486601
1,173.67316,1667486661
1,173.68488,1667486721
1,173.6966,1667486781
1,173.70832,1667486841
1,173.72004,1667486901
1,173.73176,1667486961
1,173.74348,1667487021
1,173.7552,1667487081
1,173.76692,1667487141
1,173.77864,1667487201
1,173.79036,1667487261
1,173.80208,1667487321
1,173.8138,1667487381
1,173.82552,1667487441
1,173.83724,1667487501
1,173.84896,1667487561
1,173.86068,1667487621
1,173.8724,1667487681
1,173.88412,1667487741
1,173.89584,1667487801
1,173.90756,1667487861
2,181.94077,1667487921
2,181.94077,1667487981
2,181.94077,1667488041
2,181.94077,1667488101
2,181.94077,1667488161
2,181.94077,1667488221
2,181.94077,1667488281
2,181.84067,1667488341
2,181.84067,1667488401
2,181.94077,1667488461
2,181.94077,1667488521
2,181.94077,1667488581
2,181.94077,1667488641
2,181.84067,1667488701
2,181.84067,1667488761
2,181.84067,1667488821
2,181.84067,1667488881
2,181.84067,1667488941
2,181.84067,1667489001
2,181.84067,1667489061
2,181.74059,1667489121
2,181.74059,1667489181
2,181.74059,1667489241
2,181.74059,1667489301
2,181.84067,1667489361
2,181.74059,1667489421
2,181.74059,1667489481
2,181.74059,1667489541
2,181.74059,1667489601
2,181.74059,1667489661
2,181.74059,1667489721
2,181.74059,1667489781
2,181.6405,1667489841
2,181.74059,1667489901
2,181.6405,1667489961
2,181.6405,1667490021
2,181.74059,1667490081
2,181.6405,1667490141
2,181.6405,1667490201
2,181.6405,1667490261
2,181.74059,1667490321
2,181.74059,1667490381
2,181.74059,1667490441
2,181.74059,1667490501
2,181.74059,1667490561
2,181.74059,1667490621
2,181.74059,1667490681
2,181.74059,1667490741
2,181.74059,1667490801
2,181.6405,1667490861
2,181.6405,1667490921
2,181.6405,1667490981
2,181.6405,1667491041
2,181.6405,1667491101
2,181.6405,1667491161
2,181.6405,1667491221
2,181.6405,1667491281
2,181.5404,1667491341
2,181.5404,1667491401
2,181.6405,1667491461
2,181.6405,1667491521
2,181.6405,1667491581
2,181.5404,1667491641
2,181.5404,1667491701
2,181.6405,1667491761
2,181.6405,1667491821
2,181.6405,1667491881
2,181.6405,1667491941
2,181.5404,1667492001
2,181.5404,1667492061
2,181.5404,1667492121
2,181.6405,1667492181
2,181.6405,1667492241
2,181.6405,1667492301
2,181.5404,1667492361
2,181.5404,1667492421
2,181.5404,1667492481
2,181.6405,1667492541
2,181.6405,1667492601
2,181.5404,1667492661
2,181.5404,1667492721
2,181.44032,1667492781
2,181.14006,1667492841
2,181.03998,1667492901
2,180.8398,1667492961
2,180.63963,1667493021
2,180.33937,1667493081
2,180.13919,1667493141
2,179.93903,1667493201
2,179.63876,1667493261
2,179.43858,1667493321
2,179.2384,1667493381
2,178.93816,1667493441
2,178.73798,1667493501
2,178.5378,1667493561
2,178.33763,1667493621
2,178.13745,1667493681
2,177.93729,1667493741
2,177.7371,1667493801
2,177.53693,1667493861
2,177.33676,1667493921
2,177.13658,1667493981
2,176.93642,1667494041
2,176.73624,1667494101
2,176.43597,1667494161
2,176.2358,1667494221
2,176.03563,1667494281
2,175.83545,1667494341
2,175.63528,1667494401
2,175.53519,1667494461
2,175.23492,1667494521
2,175.03476,1667494581
2,174.83458,1667494641
2,174.7345,1667494701
2,174.53432,1667494761
2,174.33415,1667494821
2,174.03389,1667494881
3,173.93379,1667494941
3,173.73363,1667495001
3,173.53345,1667495061
3,173.33328,1667495121
3,173.1331,1667495181
3,172.93292,1667495241
3,172.73276,1667495301
3,172.63268,1667495361
3,172.4325,1667495421
3,172.23232,1667495481
3,172.13223,1667495541
3,171.83197,1667495601
3,171.6318,1667495661
3,171.53171,1667495721
3,171.33154,1667495781
3,171.23145,1667495841
3,171.03128,1667495901
3,170.8311,1667495961
3,170.63094,1667496021
3,170.53084,1667496081
3,170.33067,1667496141
3,170.23058,1667496201
3,170.03041,1667496261
3,168.32893,1667496321
3,164.92596,1667496381
3,161.6231,1667496441
3,158.12006,1667496501
3,154.31674,1667496561
3,150.51344,1667496621
3,146.61005,1667496681
3,142.80675,1667496741
3,139.00343,1667496801
3,135.4003,1667496861
3,131.89726,1667496921
3,128.49431,1667496981
3,125.19143,1667497041
3,122.08873,1667497101
3,119.08612,1667497161
3,116.28368,1667497221
3,113.58134,1667497281
3,110.97907,1667497341
3,108.4769,1667497401
3,106.074814,1667497461
3,103.8729,1667497521
3,101.77107,1667497581
3,99.66924,1667497641
3,97.6675,1667497701
3,95.765854,1667497761
3,93.96429,1667497821
3,92.26281,1667497881
3,90.661415,1667497941
3,89.06002,1667498001
3,87.45863,1667498061
3,85.95733,1667498121
3,84.55611,1667498181
3,83.15489,1667498241
3,81.85376,1667498301
3,80.55263,1667498361
3,79.251495,1667498421
3,78.05045,1667498481
3,76.84941,1667498541
3,75.64837,1667498601
3,74.54741,1667498661
3,73.44645,1667498721
3,72.3455,1667498781
3,71.24454,1667498841
3,70.24367,1667498901
3,69.34289,1667498961
3,68.4421,1667499021
3,67.44123,1667499081
3,66.54045,1667499141
3,65.73975,1667499201
3,64.83897,1667499261
3,64.13836,1667499321
3,63.337666,1667499381
3,62.53697,1667499441
3,61.83636,1667499501
3,61.13575,1667499561
3,60.435143,1667499621
0,59.73453,1667499681
0,59.13401,1667499741
0,58.433403,1667499801
0,57.632706,1667499861
0,56.731922,1667499921
0,56.031315,1667499981
0,55.330704,1667500041
0,54.630096,1667500101
0,53.929485,1667500161
0,53.328964,1667500221
0,52.82853,1667500281
0,52.42818,1667500341
0,51.927746,1667500401
0,51.627483,1667500461
