PTC11,PTC24,timestamp
178.5378,177.86864,1667493561
178.33763,177.66855,1667493621
178.13745,177.46848,1667493681
177.93729,177.26839,1667493741
177.7371,176.96825,1667493801
177.53693,176.76816,1667493861
177.33676,176.66812,1667493921
177.13658,176.46803,1667493981
176.93642,176.26794,1667494041
176.73624,176.06786,1667494101
176.43597,175.76773,1667494161
176.2358,175.56764,1667494221
176.03563,175.36755,1667494281
175.83545,175.26752,1667494341
175.63528,175.06743,1667494401
175.53519,174.86734,1667494461
175.23492,174.5672,1667494521
175.03476,174.36713,1667494581
174.83458,174.26707,1667494641
174.7345,174.06699,1667494701
174.53432,173.8669,1667494761
174.33415,173.66681,1667494821
174.03389,173.36668,1667494881
173.93379,165.26665,1667494941
173.73363,173.06656,1667495001
173.53345,172.86647,1667495061
173.33328,172.76642,1667495121
173.1331,172.56633,1667495181
172.93292,165.2662,1667495241
172.73276,172.16617,1667495301
172.63268,171.96608,1667495361
172.4325,171.76599,1667495421
172.23232,171.5659,1667495481
172.13223,171.46587,1667495541
171.83197,171.16573,1667495601
171.6318,171.06569,1667495661
171.53171,170.8656,1667495721
171.33154,170.76555,1667495781
171.23145,170.56546,1667495841
171.03128,170.26534,1667495901
170.8311,170.1653,1667495961
170.63094,169.96521,1667496021
170.53084,169.86516,1667496081
170.33067,169.66507,1667496141
170.23058,169.46498,1667496201
170.03041,169.26491,1667496261
168.32893,168.56459,1667496321
164.92596,166.56372,1667496381
161.6231,164.16269,1667496441
158.12006,161.56155,1667496501
154.31674,158.56024,1667496561
150.51344,155.4589,1667496621
146.61005,152.35754,1667496681
142.80675,149.2562,1667496741
139.00343,145.95477,1667496801
135.4003,142.85342,1667496861
131.89726,139.65202,1667496921
128.49431,136.45064,1667496981
125.19143,133.44933,1667497041
122.08873,130.44803,1667497101
119.08612,127.54676,1667497161
116.28368,124.745544,1667497221
113.58134,121.94433,1667497281
110.97907,119.143105,1667497341
108.4769,116.54198,1667497401
106.074814,114.14093,1667497461
103.8729,111.73989,1667497521
101.77107,109.338844,1667497581
99.66924,107.03784,1667497641
97.6675,104.83689,1667497701
95.765854,102.73598,1667497761
93.96429,100.73511,1667497821
92.26281,98.73424,1667497881
90.661415,96.833405,1667497941
89.06002,95.03262,1667498001
87.45863,93.1318,1667498061
85.95733,91.531105,1667498121
84.55611,89.83036,1667498181
83.15489,88.22967,1667498241
81.85376,86.72901,1667498301
80.55263,85.32841,1667498361
79.251495,83.72771,1667498421
78.05045,82.3271,1667498481
76.84941,81.026535,1667498541
75.64837,79.72597,1667498601
74.54741,78.4254,1667498661
73.44645,77.224884,1667498721
72.3455,75.82427,1667498781
71.24454,74.72379,1667498841
70.24367,73.623314,1667498901
69.34289,72.522835,1667498961
68.4421,71.5224,1667499021
67.44123,70.42192,1667499081
66.54045,69.421486,1667499141
65.73975,68.42105,1667499201
64.83897,67.52066,1667499261
64.13836,66.62027,1667499321
63.337666,65.81992,1667499381
62.53697,64.91953,1667499441
61.83636,64.01914,1667499501
61.13575,63.318836,1667499561
60.435143,62.518486,1667499621
59.73453,61.818184,1667499681
59.13401,61.017834,1667499741
58.433403,60.217487,1667499801
57.632706,59.51718,1667499861
56.731922,58.716835,1667499921
56.031315,58.01653,1667499981
55.330704,57.416267,1667500041
54.630096,56.816006,1667500101
53.929485,56.215748,1667500161
53.328964,55.71553,1667500221
52.82853,55.215313,1667500281
52.42818,54.815136,1667500341
51.927746,54.414963,1667500401
51.627483,54.114834,1667500461
