DataTime,PTC1,PTC2,PTC5,PTC8,VPRB1,PRESS
2025/9/17 10:15:19.000,63.41888,63.6,59.83462,61.11788,0.07562267,3.210133
2025/9/17 10:16:21.000,65.21967,65.3,61.5361,62.61853,0.07562267,3.197675
2025/9/17 10:17:21.000,66.82036,67,62.93732,64.21923,0.3025134,3.214286
2025/9/17 10:18:18.000,68.5211,68.7,64.43862,65.61984,0.07562267,3.214286
2025/9/17 10:19:18.000,70.22184,70.4,65.93993,66.9204,0.07562267,3.214286
2025/9/17 10:20:18.000,71.82253,72,67.34114,68.42106,0.07562267,3.218439
2025/9/17 10:21:18.000,73.52328,73.6,68.84245,69.82166,0.07562267,3.214286
2025/9/17 10:22:18.000,75.12397,75.3,70.24367,71.32232,0.07562267,3.210133
2025/9/17 10:23:18.000,76.82471,76.9,71.64488,72.62289,0.07562267,3.210133
2025/9/17 10:24:18.000,78.42541,78.6,73.0461,74.02349,0.07562267,3.210133
2025/9/17 10:25:18.000,80.0261,80.2,74.34724,75.4241,0.07562267,3.210133
2025/9/17 10:26:18.000,81.6268,81.8,75.74845,76.72467,0.3025134,3.214286
2025/9/17 10:27:18.000,83.22749,83.4,77.14967,78.12527,0.07562267,3.210133
2025/9/17 10:28:18.000,84.82819,85,78.55089,79.42584,0.07562267,3.214286
2025/9/17 10:29:18.000,86.42889,86.6,79.85202,80.82645,0.3025134,3.218439
2025/9/17 10:30:18.000,88.02958,88.1,81.25323,82.22706,0.3025134,3.210133
2025/9/17 10:31:18.000,89.63028,89.7,82.55437,83.32754,0.07562267,3.214286
2025/9/17 10:32:18.000,91.13093,91.3,83.95559,84.42802,0.3025134,3.214286
2025/9/17 10:33:18.000,92.73163,92.8,85.25671,85.5285,0.07562267,3.210133
2025/9/17 10:34:18.000,94.23228,94.3,86.65794,86.72902,0.3025134,3.214286
2025/9/17 10:35:18.000,95.73293,95.9,87.7589,88.02958,0.07562267,3.210133
2025/9/17 10:36:18.000,97.33363,97.4,88.85985,89.43019,0.07562267,3.214286
2025/9/17 10:37:18.000,98.83428,98.9,90.06089,90.73076,0.3025134,3.214286
2025/9/17 10:38:18.000,100.2349,100.4,91.36202,92.03133,0.07562267,3.210133
2025/9/17 10:39:18.000,101.7355,101.9,92.66315,93.33189,0.3025134,3.214286
2025/9/17 10:40:18.000,103.2362,103.3,93.96429,94.63245,0.07562267,3.210133
2025/9/17 10:41:18.000,104.7368,104.8,95.26542,96.03307,0.07562267,3.210133
2025/9/17 10:42:18.000,106.1375,106.3,96.56655,97.23358,0.3025134,3.214286
2025/9/17 10:43:18.000,107.6381,107.7,97.86768,98.4341,0.3025134,3.214286
2025/9/17 10:44:18.000,109.1388,109.2,99.16881,99.73467,0.3025134,3.214286
2025/9/17 10:45:18.000,110.6394,110.7,100.4699,101.1353,0.3025134,3.214286
2025/9/17 10:46:18.000,112.04,112.1,101.7711,102.3358,0.3025134,3.20598
2025/9/17 10:47:18.000,113.4406,113.5,102.9721,103.6364,0.3025134,3.214286
2025/9/17 10:48:18.000,114.8412,114.9,104.1732,104.7368,0.3025134,3.210133
2025/9/17 10:49:18.000,116.1418,116.1,105.3742,105.8373,0.07562267,3.214286
2025/9/17 10:50:18.000,117.4424,117.4,106.4752,106.9378,0.3025134,3.214286
2025/9/17 10:51:18.000,118.6429,118.5,107.5761,107.9382,0.07562267,3.214286
2025/9/17 10:52:18.000,119.6433,119.6,108.577,108.9387,0.07562267,3.218439
2025/9/17 10:53:18.000,120.7438,120.6,109.6779,109.9391,0.07562267,3.201827
2025/9/17 10:54:18.000,121.4441,121.4,110.5787,110.7395,0.3025134,3.210133
2025/9/17 10:55:18.000,122.1444,122.1,111.4795,111.4398,0.07562267,3.214286
2025/9/17 10:56:18.000,122.8447,122.8,112.2802,112.1401,0.3025134,3.214286
2025/9/17 10:57:18.000,123.545,123.4,112.9808,112.8404,0.3025134,3.214286
2025/9/17 10:58:18.000,124.1453,124.1,113.7815,113.5407,0.07562267,3.210133
2025/9/17 10:59:18.000,124.5455,124.4,114.382,114.0409,0.07562267,3.210133
2025/9/17 11:00:18.000,124.8456,124.8,114.9826,114.5411,0.3025134,3.210133
2025/9/17 11:01:18.000,125.1457,125.1,115.5831,115.0413,0.07562267,3.210133
2025/9/17 11:02:18.000,125.4459,125.4,116.0835,115.5415,0.07562267,3.214286
2025/9/17 11:03:18.000,125.6459,125.6,116.4839,115.9417,0.07562267,3.214286
2025/9/17 11:04:18.000,125.9461,125.9,116.9843,116.2419,0.07562267,3.218439
2025/9/17 11:05:18.000,126.1462,126.1,117.3846,116.7421,0.07562267,3.210133
2025/9/17 11:06:18.000,126.3462,126.4,117.785,117.0422,0.07562267,3.214286
2025/9/17 11:07:18.000,126.6464,126.6,118.0853,117.5424,0.07562267,3.214286
2025/9/17 11:08:18.000,126.8465,126.9,118.4856,117.8425,0.3025134,3.214286
2025/9/17 11:09:18.000,127.0465,127.1,118.8859,118.2427,0.07562267,3.210133
2025/9/17 11:10:18.000,127.2466,127.3,119.2863,118.6429,0.07562267,3.214286
2025/9/17 11:11:18.000,127.5468,127.5,119.6866,119.0431,0.07562267,3.214286
2025/9/17 11:12:18.000,127.6468,127.7,120.087,119.4432,0.3025134,3.210133
2025/9/17 11:13:18.000,127.8469,127.9,120.3873,119.8434,0.07562267,3.214286
2025/9/17 11:14:18.000,128.047,128.1,120.7876,120.1435,0.07562267,3.214286
2025/9/17 11:15:19.000,128.147,128.2,121.0879,120.5437,0.3025134,3.218439
2025/9/17 11:16:20.000,128.3471,128.4,121.4882,120.8438,0.07562267,3.20598
2025/9/17 11:17:18.000,128.5472,128.5,121.7885,121.144,0.3025134,3.214286
2025/9/17 11:18:18.000,128.6472,128.6,122.0887,121.5442,0.07562267,3.214286
2025/9/17 11:19:18.000,128.7473,128.8,122.389,121.8443,0.3025134,3.214286
2025/9/17 11:20:18.000,128.8473,128.9,122.6893,122.1444,0.07562267,3.214286
2025/9/17 11:21:18.000,128.9474,129,122.8894,122.3445,0.07562267,3.214286
2025/9/17 11:22:18.000,129.0474,129.1,123.1897,122.6446,0.3025134,3.210133
2025/9/17 11:23:18.000,129.1475,129.2,123.3899,122.8447,0.3025134,3.218439
2025/9/17 11:24:18.000,129.2475,129.2,123.6901,123.1449,0.3025134,3.214286
2025/9/17 11:25:18.000,129.2475,129.3,123.8903,123.3449,0.07562267,3.218439
2025/9/17 11:26:18.000,129.3475,129.3,124.0905,123.545,0.07562267,3.214286
2025/9/17 11:27:18.000,129.4476,129.4,124.3907,123.7451,0.3025134,3.222591
2025/9/17 11:28:18.000,129.4476,129.5,124.4908,123.9452,0.3025134,3.214286
2025/9/17 11:29:18.000,129.5476,129.6,124.691,124.1453,0.07562267,3.214286
2025/9/17 11:30:18.000,129.5476,129.6,124.8912,124.3454,0.3025134,3.214286
2025/9/17 11:31:18.000,129.5476,129.7,125.0913,124.5455,0.07562267,3.214286
2025/9/17 11:32:18.000,129.6477,129.7,125.2915,124.7455,0.3025134,3.214286
2025/9/17 11:33:18.000,129.6477,129.7,125.4917,124.8456,0.3025134,3.210133
2025/9/17 11:34:18.000,129.6477,129.7,125.5918,125.0457,0.3025134,3.214286
2025/9/17 11:35:18.000,129.7477,129.7,125.792,125.1457,0.3025134,3.214286
2025/9/17 11:36:18.000,129.7477,129.8,125.892,125.3458,0.3025134,3.210133
2025/9/17 11:37:18.000,129.7477,129.8,126.0922,125.4459,0.3025134,3.218439
2025/9/17 11:38:18.000,129.7477,129.8,126.1923,125.6459,0.3025134,3.210133
2025/9/17 11:39:18.000,129.7477,129.8,126.2924,125.746,0.07562267,3.214286
2025/9/17 11:40:18.000,129.8478,129.8,126.4926,125.9461,0.07562267,3.214286
2025/9/17 11:41:18.000,129.8478,129.9,126.5927,126.0461,0.07562267,3.210133
2025/9/17 11:42:18.000,129.8478,129.8,126.6927,126.1462,0.3025134,3.214286
2025/9/17 11:43:18.000,129.8478,129.9,126.7928,126.3462,0.3025134,3.210133
2025/9/17 11:44:18.000,129.8478,129.9,126.8929,126.4463,0.07562267,3.210133
2025/9/17 11:45:18.000,129.8478,129.9,126.993,126.5463,0.3025134,3.214286
2025/9/17 11:46:18.000,129.8478,129.9,127.0931,126.6464,0.3025134,3.214286
2025/9/17 11:47:18.000,129.8478,129.9,127.2933,126.7464,0.07562267,3.214286
2025/9/17 11:48:18.000,129.8478,130,127.2933,126.8465,0.07562267,3.214286
2025/9/17 11:49:18.000,129.9478,130,127.3933,126.9465,0.07562267,3.214286
2025/9/17 11:50:18.000,129.8478,129.9,127.4934,127.0465,0.3025134,3.214286
2025/9/17 11:51:18.000,129.9478,129.9,127.5935,127.1466,0.3025134,3.214286
2025/9/17 11:52:18.000,129.9478,130,127.6936,127.2466,0.07562267,3.214286
2025/9/17 11:53:18.000,129.9478,130,127.7937,127.3467,0.3025134,3.214286
2025/9/17 11:54:18.000,129.9478,130,127.8938,127.4467,0.07562267,3.214286
2025/9/17 11:55:18.000,129.9478,130,127.9939,127.5468,0.3025134,3.214286
2025/9/17 11:56:18.000,129.9478,130,127.9939,127.5468,0.3025134,3.210133
2025/9/17 11:57:18.000,129.9478,130,128.0939,127.6468,0.3025134,3.210133
2025/9/17 11:58:18.000,129.9478,130,128.194,127.7468,0.3025134,3.214286
2025/9/17 11:59:18.000,129.9478,130,128.2941,127.8469,0.3025134,3.214286
2025/9/17 12:00:18.000,129.9478,130,128.2941,127.9469,0.3025134,3.214286
2025/9/17 12:01:18.000,129.9478,130,128.3942,127.9469,0.3025134,3.218439
2025/9/17 12:02:18.000,129.9478,130,128.4943,128.047,0.3025134,3.214286
2025/9/17 12:03:18.000,129.9478,130,128.4943,128.147,0.07562267,3.214286
2025/9/17 12:04:18.000,130.0479,130.1,128.5944,128.147,0.3025134,3.210133
2025/9/17 12:05:18.000,129.9478,130,128.6945,128.2471,0.07562267,3.214286
2025/9/17 12:06:18.000,130.0479,130,128.6945,128.3471,0.3025134,3.218439
2025/9/17 12:07:18.000,130.0479,130.1,128.7946,128.3471,0.3025134,3.210133
2025/9/17 12:08:18.000,130.0479,130.1,128.8947,128.4472,0.3025134,3.214286
2025/9/17 12:09:18.000,130.0479,130,128.8947,128.5472,0.3025134,3.20598
2025/9/17 12:10:18.000,130.0479,130.1,128.9947,128.5472,0.07562267,3.214286
2025/9/17 12:11:18.000,130.0479,130.1,128.9947,128.6472,0.3025134,3.210133
2025/9/17 12:12:18.000,130.0479,130.1,129.0948,128.6472,0.3025134,3.214286
2025/9/17 12:13:19.000,130.0479,130.1,129.0948,128.7473,0.3025134,3.218439
2025/9/17 12:14:20.000,130.0479,130.1,129.1949,128.8473,0.07562267,3.214286
2025/9/17 12:15:21.000,130.0479,130,129.1949,128.8473,0.3025134,3.201827
2025/9/17 12:16:18.000,130.0479,130.1,129.295,128.9474,0.07562267,3.214286
2025/9/17 12:17:18.000,130.0479,130.1,129.295,128.9474,0.07562267,3.214286
2025/9/17 12:18:18.000,130.0479,130.1,129.3951,129.0474,0.529404,3.214286
2025/9/17 12:19:18.000,130.0479,130.2,129.3951,129.0474,0.3025134,3.214286
2025/9/17 12:20:18.000,130.0479,130.1,129.4952,129.1475,0.3025134,3.214286
2025/9/17 12:21:18.000,130.1479,130.2,129.4952,129.1475,0.3025134,3.218439
2025/9/17 12:22:18.000,130.1479,130.2,129.5953,129.2475,0.3025134,3.214286
2025/9/17 12:23:18.000,130.1479,130.2,129.5953,129.2475,0.529404,3.214286
2025/9/17 12:24:18.000,130.1479,130.2,129.6953,129.3475,0.07562267,3.214286
2025/9/17 12:25:18.000,130.1479,130.1,129.6953,129.3475,0.3025134,3.214286
2025/9/17 12:26:18.000,130.1479,130.2,129.6953,129.3475,0.3025134,3.210133
2025/9/17 12:27:18.000,130.1479,130.2,129.7954,129.4476,0.3025134,3.214286
2025/9/17 12:28:18.000,130.1479,130.2,129.7954,129.4476,0.3025134,3.210133
2025/9/17 12:29:18.000,130.1479,130.2,129.8955,129.5476,0.3025134,3.210133
2025/9/17 12:30:18.000,130.1479,130.2,129.8955,129.5476,0.07562267,3.210133
2025/9/17 12:31:18.000,130.1479,130.2,129.8955,129.6477,0.3025134,3.218439
2025/9/17 12:32:18.000,130.1479,130.2,129.9956,129.6477,0.3025134,3.210133
2025/9/17 12:33:18.000,130.1479,130.2,129.9956,129.6477,0.3025134,3.214286
2025/9/17 12:34:18.000,130.1479,130.3,130.0957,129.7477,0.3025134,3.210133
2025/9/17 12:35:18.000,130.1479,130.2,130.0957,129.7477,0.3025134,3.214286
2025/9/17 12:36:18.000,130.2479,130.3,130.0957,129.7477,0.3025134,3.214286
2025/9/17 12:37:18.000,130.2479,130.3,130.1958,129.8478,0.3025134,3.214286
2025/9/17 12:38:18.000,130.2479,130.3,130.1958,129.8478,0.3025134,3.210133
2025/9/17 12:39:18.000,130.2479,130.3,130.1958,129.8478,0.3025134,3.214286
2025/9/17 12:40:18.000,130.2479,130.3,130.2959,129.9478,0.3025134,3.214286
2025/9/17 12:41:18.000,130.2479,130.3,130.2959,129.9478,0.3025134,3.210133
2025/9/17 12:42:18.000,130.2479,130.3,130.2959,130.0479,0.3025134,3.214286
2025/9/17 12:43:18.000,130.2479,130.3,130.2959,130.0479,0.07562267,3.210133
2025/9/17 12:44:18.000,130.2479,130.3,130.396,130.0479,0.3025134,3.214286
2025/9/17 12:45:18.000,130.2479,130.3,130.396,130.0479,0.3025134,3.214286
2025/9/17 12:46:18.000,130.2479,130.3,130.396,130.1479,0.3025134,3.210133
2025/9/17 12:47:18.000,130.2479,130.4,130.496,130.1479,0.07562267,3.214286
2025/9/17 12:48:18.000,130.2479,130.3,130.496,130.1479,0.3025134,3.214286
2025/9/17 12:49:18.000,130.1479,130.2,130.496,130.1479,0.3025134,3.218439
2025/9/17 12:50:18.000,130.0479,130.1,130.396,130.0479,0.3025134,3.210133
2025/9/17 12:51:18.000,129.8478,129.9,130.2959,129.9478,0.3025134,3.214286
2025/9/17 12:52:18.000,129.6477,129.7,130.1958,129.7477,0.3025134,3.214286
2025/9/17 12:53:18.000,129.4476,129.5,129.9956,129.5476,0.3025134,3.214286
2025/9/17 12:54:18.000,129.2475,129.2,129.7954,129.3475,0.3025134,3.214286
2025/9/17 12:55:18.000,128.9474,129,129.5953,129.2475,0.3025134,3.214286
2025/9/17 12:56:18.000,128.6472,128.6,129.295,128.9474,0.07562267,3.214286
2025/9/17 12:57:18.000,128.3471,128.3,129.0948,128.6472,0.529404,3.214286
2025/9/17 12:58:18.000,127.9469,128,128.7946,128.3471,0.3025134,3.214286
2025/9/17 12:59:18.000,127.5468,127.5,128.4943,127.9469,0.3025134,3.214286
2025/9/17 13:00:18.000,127.1466,127,128.0939,127.5468,0.3025134,3.214286
2025/9/17 13:01:18.000,126.6464,126.6,127.6936,127.1466,0.3025134,3.214286
2025/9/17 13:02:18.000,126.1462,126.1,127.2933,126.7464,0.07562267,3.214286
2025/9/17 13:03:18.000,125.6459,125.6,126.7928,126.2462,0.3025134,3.210133
2025/9/17 13:04:18.000,125.0457,125,126.3925,125.746,0.3025134,3.214286
2025/9/17 13:05:18.000,124.4454,124.4,125.892,125.2458,0.3025134,3.214286
2025/9/17 13:06:18.000,123.8452,123.8,125.2915,124.7455,0.07562267,3.214286
2025/9/17 13:07:18.000,123.1449,123.1,124.7911,124.1453,0.3025134,3.210133
2025/9/17 13:08:18.000,122.5446,122.5,124.1906,123.6451,0.07562267,3.214286
2025/9/17 13:09:19.000,121.8443,121.8,123.59,123.0448,0.07562267,3.214286
2025/9/17 13:10:20.000,121.144,121,122.9895,122.4445,0.3025134,3.214286
2025/9/17 13:11:21.000,120.4437,120.4,122.389,121.7442,0.3025134,3.214286
2025/9/17 13:12:18.000,119.6433,119.7,121.7885,121.144,0.3025134,3.218439
2025/9/17 13:13:18.000,118.943,118.9,121.188,120.5437,0.07562267,3.214286
2025/9/17 13:14:18.000,118.2427,118.2,120.4873,119.9435,0.07562267,3.210133
2025/9/17 13:15:18.000,117.4424,117.5,119.8868,119.2432,0.3025134,3.214286
2025/9/17 13:16:18.000,116.642,116.7,119.1862,118.6429,0.3025134,3.218439
2025/9/17 13:17:18.000,115.9417,115.9,118.5857,117.9426,0.3025134,3.214286
2025/9/17 13:18:18.000,115.1414,115.1,117.8851,117.3423,0.07562267,3.214286
2025/9/17 13:19:18.000,114.341,114.4,117.2846,116.642,0.07562267,3.214286
2025/9/17 13:20:18.000,113.5407,113.6,116.5839,115.9417,0.07562267,3.214286
2025/9/17 13:21:18.000,112.7403,112.8,115.8833,115.3415,0.3025134,3.214286
2025/9/17 13:22:18.000,111.94,112,115.1827,114.6412,0.07562267,3.218439
2025/9/17 13:23:18.000,111.1396,111.2,114.5822,113.9408,0.07562267,3.218439
2025/9/17 13:24:18.000,110.3393,110.4,113.8816,113.3406,0.3025134,3.214286
2025/9/17 13:25:18.000,109.5389,109.6,113.181,112.6403,0.07562267,3.218439
2025/9/17 13:26:18.000,108.6385,108.7,112.4804,111.94,0.3025134,3.210133
2025/9/17 13:27:18.000,107.8382,107.9,111.7798,111.2397,0.07562267,3.214286
2025/9/17 13:28:18.000,107.0378,107.1,111.0792,110.5394,0.3025134,3.214286
2025/9/17 13:29:18.000,106.2375,106.3,110.3786,109.8391,0.3025134,3.210133
2025/9/17 13:30:18.000,105.4371,105.5,109.6779,109.1388,0.3025134,3.214286
2025/9/17 13:31:18.000,104.5368,104.6,108.9773,108.4385,0.3025134,3.218439
2025/9/17 13:32:18.000,103.7364,103.8,108.2767,107.7382,0.07562267,3.214286
2025/9/17 13:33:18.000,102.9361,103,107.5761,107.0378,0.3025134,3.210133
2025/9/17 13:34:18.000,102.1357,102.2,106.8755,106.3375,0.3025134,3.214286
2025/9/17 13:35:18.000,101.3354,101.4,106.0748,105.6372,0.3025134,3.210133
2025/9/17 13:36:18.000,100.535,100.6,105.3742,104.9369,0.07562267,3.214286
2025/9/17 13:37:18.000,99.73467,99.8,104.6736,104.2366,0.3025134,3.214286
2025/9/17 13:38:19.000,98.93433,99,103.973,103.5363,0.3025134,3.210133
2025/9/17 13:39:18.000,98.13398,98.2,103.2724,102.836,0.3025134,3.214286
2025/9/17 13:40:18.000,97.33363,97.4,102.5718,102.1357,0.3025134,3.214286
2025/9/17 13:41:18.000,96.53328,96.6,101.8712,101.4354,0.3025134,3.214286
2025/9/17 13:42:18.000,95.73293,95.8,101.0705,100.7351,0.3025134,3.210133
2025/9/17 13:43:18.000,94.93259,95,100.3699,100.0348,0.3025134,3.218439
2025/9/17 13:44:18.000,94.13223,94.3,99.66924,99.23445,0.3025134,3.210133
2025/9/17 13:45:18.000,93.43193,93.5,98.96864,98.53415,0.07562267,3.214286
2025/9/17 13:46:18.000,92.63158,92.7,98.26803,97.93389,0.3025134,3.214286
2025/9/17 13:47:18.000,91.93128,92,97.56742,97.23358,0.07562267,3.214286
2025/9/17 13:48:18.000,91.13093,91.2,96.86681,96.53328,0.3025134,3.210133
2025/9/17 13:49:18.000,90.43063,90.5,96.1662,95.83298,0.07562267,3.210133
2025/9/17 13:50:18.000,89.63028,89.7,95.46559,95.13268,0.3025134,3.218439
2025/9/17 13:51:18.000,88.92998,89,94.76498,94.43237,0.3025134,3.214286
2025/9/17 13:52:18.000,88.22967,88.3,94.16446,93.73206,0.3025134,3.218439
2025/9/17 13:53:18.000,87.52937,87.6,93.46385,93.1318,0.3025134,3.214286
2025/9/17 13:54:18.000,86.72902,86.9,92.76324,92.4315,0.07562267,3.214286
2025/9/17 13:55:18.000,86.02871,86.2,92.06263,91.73119,0.3025134,3.210133
2025/9/17 13:56:18.000,85.32841,85.5,91.36202,91.13093,0.3025134,3.20598
2025/9/17 13:57:18.000,84.62811,84.8,90.76151,90.43063,0.07562267,3.214286
2025/9/17 13:58:18.000,84.02784,84.1,90.06089,89.73032,0.3025134,3.214286
2025/9/17 13:59:18.000,83.32754,83.4,89.46037,89.13006,0.3025134,3.214286
2025/9/17 14:00:18.000,82.62724,82.8,88.75977,88.5298,0.3025134,3.214286
2025/9/17 14:01:18.000,82.02697,82.1,88.15924,87.8295,0.3025134,3.214286
2025/9/17 14:02:18.000,81.32667,81.4,87.45863,87.22923,0.3025134,3.214286
2025/9/17 14:03:18.000,80.72641,80.8,86.85811,86.52893,0.07562267,3.210133
2025/9/17 14:04:18.000,80.0261,80.2,86.25758,85.92867,0.3025134,3.214286
2025/9/17 14:05:18.000,79.42584,79.5,85.55698,85.32841,0.3025134,3.214286
2025/9/17 14:06:18.000,78.82558,78.9,84.95646,84.72815,0.3025134,3.222591
2025/9/17 14:07:19.000,78.12527,78.3,84.35593,84.12788,0.3025134,3.214286
2025/9/17 14:08:20.000,77.52502,77.7,83.75541,83.42758,0.3025134,3.214286
2025/9/17 14:09:18.000,76.92475,77.1,83.15489,82.92737,0.3025134,3.210133
2025/9/17 14:10:18.000,76.32449,76.5,82.55437,82.3271,0.3025134,3.210133
2025/9/17 14:11:18.000,75.82427,75.9,81.95385,81.72684,0.3025134,3.214286
2025/9/17 14:12:18.000,75.22401,75.3,81.35332,81.12658,0.07562267,3.214286
2025/9/17 14:13:18.000,74.62376,74.8,80.7528,80.52632,0.3025134,3.210133
2025/9/17 14:14:18.000,74.12354,74.2,80.15228,79.92606,0.3025134,3.214286
2025/9/17 14:15:18.000,73.52328,73.6,79.65185,79.42584,0.3025134,3.214286
2025/9/17 14:16:18.000,73.02306,73.1,79.05132,78.82558,0.3025134,3.214286
2025/9/17 14:17:18.000,72.4228,72.6,78.55089,78.22532,0.3025134,3.214286
2025/9/17 14:18:18.000,71.92258,72,77.95036,77.72511,0.3025134,3.210133
2025/9/17 14:19:18.000,71.42236,71.5,77.44993,77.12484,0.07562267,3.214286
2025/9/17 14:20:18.000,70.8221,71,76.84941,76.62463,0.3025134,3.218439
2025/9/17 14:21:18.000,70.32188,70.5,76.34898,76.1244,0.3025134,3.214286
2025/9/17 14:22:18.000,69.82166,70,75.74845,75.52415,0.3025134,3.214286
2025/9/17 14:23:18.000,69.32145,69.5,75.24802,75.02393,0.3025134,3.214286
2025/9/17 14:24:18.000,68.82123,69,74.74758,74.52371,0.3025134,3.218439
2025/9/17 14:25:18.000,68.32101,68.5,74.24715,74.02349,0.07562267,3.214286
2025/9/17 14:26:18.000,67.92084,68,73.74671,73.52328,0.3025134,3.214286
2025/9/17 14:27:18.000,67.42062,67.5,73.24628,73.02306,0.3025134,3.210133
2025/9/17 14:28:18.000,66.9204,67.1,72.74584,72.52284,0.3025134,3.214286
2025/9/17 14:29:18.000,66.52023,66.6,72.24541,72.02262,0.3025134,3.214286
2025/9/17 14:30:18.000,66.02001,66.2,71.74497,71.52241,0.3025134,3.214286
2025/9/17 14:31:18.000,65.61983,65.7,71.24454,71.12223,0.3025134,3.214286
2025/9/17 14:32:18.000,65.11962,65.3,70.84419,70.62202,0.3025134,3.214286
2025/9/17 14:33:18.000,64.71944,64.8,70.34376,70.1218,0.3025134,3.214286
2025/9/17 14:34:18.000,64.31927,64.4,69.94341,69.72162,0.3025134,3.214286
2025/9/17 14:35:18.000,63.9191,64,69.44297,69.22141,0.3025134,3.214286
2025/9/17 14:36:18.000,63.41888,63.6,69.04263,68.82123,0.3025134,3.214286
2025/9/17 14:37:18.000,63.01871,63.2,68.54219,68.32101,0.3025134,3.214286
2025/9/17 14:38:18.000,62.61853,62.8,68.14184,67.92084,0.529404,3.210133
2025/9/17 14:39:18.000,62.21836,62.4,67.74149,67.52067,0.3025134,3.210133
2025/9/17 14:40:18.000,61.81818,62,67.24106,67.12049,0.3025134,3.210133
2025/9/17 14:41:18.000,61.51805,61.6,66.84071,66.62028,0.07562267,3.210133
2025/9/17 14:42:18.000,61.11788,61.2,66.44036,66.2201,0.3025134,3.20598
2025/9/17 14:43:18.000,60.71771,60.9,66.04002,65.81992,0.3025134,3.214286
2025/9/17 14:44:18.000,60.31753,60.5,65.63966,65.41975,0.3025134,3.214286
2025/9/17 14:45:18.000,60.0174,60.1,65.23932,65.01958,0.3025134,3.218439
2025/9/17 14:46:18.000,59.61723,59.8,64.83897,64.61941,0.3025134,3.214286
