PTC11,PTC24,timestamp
21.201036,21.100477,1663103899
21.40121,21.500652,1663103959
21.701471,21.900826,1663104019
22.001734,22.100912,1663104079
22.502169,22.601131,1663104139
23.10269,23.201391,1663104199
23.703213,23.801653,1663104259
24.503908,24.501957,1663104319
25.304604,25.202261,1663104379
26.205387,26.00261,1663104439
27.206257,26.903002,1663104499
28.207127,27.803392,1663104559
29.207996,28.703785,1663104619
30.40904,29.804262,1663104679
31.509998,30.904741,1663104739
32.71104,32.00522,1663104799
34.012173,33.105698,1663104859
35.313305,34.30622,1663104919
36.614437,35.606785,1663104979
38.01565,36.907352,1663105039
39.41687,38.207916,1663105099
40.81809,39.508484,1663105159
42.319393,40.909092,1663105219
43.820698,42.3097,1663105279
45.322002,43.710308,1663105339
46.82331,45.21096,1663105399
48.4247,46.711613,1663105459
50.026093,48.212265,1663105519
51.627483,49.81296,1663105579
53.228878,51.313614,1663105639
54.930355,52.91431,1663105699
56.631836,54.515007,1663105759
58.333313,56.215748,1663105819
60.034794,57.816444,1663105879
61.73627,59.51718,1663105939
63.537838,61.217922,1663105999
65.23932,62.91866,1663106059
67.040886,64.6194,1663106119
68.84245,66.32014,1663106179
70.64401,68.02088,1663106239
72.44558,69.82166,1663106299
74.24715,71.622444,1663106359
76.1488,73.32319,1663106419
77.95036,75.12397,1663106479
79.85202,76.92475,1663106539
81.75367,78.72553,1663106599
83.65533,80.62636,1663106659
85.55698,82.42715,1663106719
87.558716,84.22793,1663106779
89.46037,86.02871,1663106839
91.36202,87.82949,1663106899
93.16359,89.63027,1663106959
94.86507,91.23097,1663107019
96.56655,92.73162,1663107079
98.16794,94.33232,1663107139
99.56916,95.732925,1663107199
101.070465,97.13354,1663107259
102.3716,98.53415,1663107319
103.67272,99.83471,1663107379
104.87377,101.13528,1663107439
106.074814,102.3358,1663107499
107.17577,103.43628,1663107559
108.276726,104.53676,1663107619
109.377686,105.63724,1663107679
110.378555,106.73772,1663107739
111.279335,107.73815,1663107799
112.280205,108.63854,1663107859
113.18099,109.63898,1663107919
113.98169,110.53937,1663107979
114.78238,111.339714,1663108039
115.58308,112.240105,1663108099
116.38377,113.04045,1663108159
117.08438,113.840805,1663108219
117.784996,114.54111,1663108279
118.4856,115.24141,1663108339
119.08612,116.04176,1663108399
110.686646,116.64202,1663108459
110.28717,117.34232,1663108519
120.787605,117.94259,1663108579
121.38812,118.4428,1663108639
121.788475,118.94302,1663108699
122.28891,119.54328,1663108759
122.689255,119.94346,1663108819
123.0896,120.44367,1663108879
123.48995,120.743805,1663108939
123.8903,121.143974,1663108999
124.19056,121.44411,1663109059
124.49082,121.844284,1663109119
124.791084,122.14442,1663109179
125.09135,122.44454,1663109239
125.3916,122.64463,1663109299
125.59178,122.94476,1663109359
125.89204,123.14485,1663109419
126.09222,123.44498,1663109479
126.29239,123.645065,1663109539
126.59265,123.84515,1663109599
126.79282,124.04524,1663109659
126.993,124.24532,1663109719
127.09309,124.34537,1663109779
127.29326,124.545456,1663109839
127.49343,124.745544,1663109899
127.59352,124.94563,1663109959
127.79369,125.04568,1663110019
127.893776,125.24576,1663110079
127.993866,125.3458,1663110139
128.19405,125.44585,1663110199
128.29413,125.54589,1663110259
128.39421,125.74598,1663110319
128.49431,125.84602,1663110379
128.59439,125.94607,1663110439
128.69447,125.94607,1663110499
128.79456,126.04611,1663110559
128.89465,126.14616,1663110619
128.89465,126.24619,1663110679
128.99474,126.34624,1663110739
129.09482,126.44628,1663110799
129.19492,126.546326,1663110859
129.19492,126.546326,1663110919
129.295,126.64637,1663110979
129.39508,126.64637,1663111039
129.39508,126.746414,1663111099
129.49518,126.84646,1663111159
129.49518,126.84646,1663111219
129.59526,126.84646,1663111279
129.59526,126.9465,1663111339
129.69534,126.9465,1663111399
129.69534,127.04655,1663111459
129.69534,127.04655,1663111519
129.79543,127.14659,1663111579
129.79543,127.14659,1663111639
129.79543,127.14659,1663111699
129.89552,127.24663,1663111759
129.89552,127.24663,1663111819
129.9956,127.24663,1663111879
129.9956,127.34667,1663111939
129.9956,127.24663,1663111999
129.9956,127.34667,1663112059
129.9956,127.34667,1663112119
129.9956,127.34667,1663112179
130.09569,127.34667,1663112239
130.09569,127.34667,1663112299
130.09569,127.34667,1663112359
129.9956,127.34667,1663112419
129.9956,127.34667,1663112479
129.9956,127.34667,1663112539
129.9956,127.34667,1663112599
129.9956,127.34667,1663112659
129.9956,127.24663,1663112719
129.89552,127.34667,1663112779
129.89552,127.34667,1663112839
129.89552,127.34667,1663112899
129.89552,127.34667,1663112959
129.89552,127.34667,1663113019
129.89552,127.24663,1663113079
129.9956,127.34667,1663113139
129.9956,127.34667,1663113199
129.9956,127.34667,1663113259
129.9956,127.34667,1663113319
130.09569,127.44672,1663113379
130.09569,127.34667,1663113439
130.09569,127.44672,1663113499
130.09569,127.44672,1663113559
130.09569,127.44672,1663113619
130.09569,127.44672,1663113679
130.09569,127.44672,1663113739
130.09569,127.44672,1663113799
130.09569,127.44672,1663113859
130.09569,127.44672,1663113919
130.09569,127.44672,1663113979
130.09569,127.44672,1663114039
130.09569,127.44672,1663114099
130.09569,127.44672,1663114159
130.09569,127.44672,1663114219
130.09569,127.44672,1663114279
130.09569,127.44672,1663114339
130.09569,127.44672,1663114399
130.09569,127.44672,1663114459
130.09569,127.44672,1663114519
130.09569,127.44672,1663114579
130.09569,127.44672,1663114639
129.89552,127.24663,1663114699
129.69534,126.9465,1663114759
129.39508,126.546326,1663114819
128.99474,126.14616,1663114879
128.49431,125.645935,1663114939
127.79369,125.04568,1663114999
127.19317,124.545456,1663115059
126.49256,123.84515,1663115119
125.691864,123.14485,1663115179
124.690994,122.14442,1663115239
123.790215,121.24402,1663115299
122.689255,120.24358,1663115359
121.588295,119.143105,1663115419
120.38725,118.04263,1663115479
119.08612,116.942154,1663115539
117.88508,115.74163,1663115599
116.58395,114.54111,1663115659
115.282814,113.34058,1663115719
113.8816,112.040016,1663115779
112.58047,110.8395,1663115839
111.279335,109.63898,1663115899
109.87812,108.33841,1663115959
108.57699,107.03784,1663116019
107.275856,105.837326,1663116079
105.974724,104.6368,1663116139
104.67359,103.43628,1663116199
103.47255,102.235756,1663116259
112.17142,101.03523,1663116319
110.970375,99.83471,1663116379
99.66924,98.63419,1663116439
98.4682,97.533714,1663116499
97.26716,96.433235,1663116559
96.1662,95.332756,1663116619
94.96516,94.23228,1663116679
93.8642,93.03175,1663116739
92.763245,92.03132,1663116799
91.662285,91.03088,1663116859
90.661415,89.930405,1663116919
89.560455,88.92997,1663116979
