PTC11,timestamp
70.44384,1663118359
69.84332,1663118419
69.14271,1663118479
68.54219,1663118539
67.941666,1663118599
67.34114,1663118659
66.74062,1663118719
66.1401,1663118779
65.63966,1663118839
65.03915,1663118899
64.43862,1663118959
63.938187,1663119019
63.43775,1663119079
62.937317,1663119139
62.436882,1663119199
61.936447,1663119259
61.436012,1663119319
60.935577,1663119379
60.435143,1663119439
60.034794,1663119499
59.53436,1663119559
59.13401,1663119619
58.633575,1663119679
58.233227,1663119739
57.83288,1663119799
57.43253,1663119859
57.032185,1663119919
56.631836,1663119979
56.231487,1663120039
55.83114,1663120099
55.53088,1663120159
55.13053,1663120219
54.730183,1663120279
54.42992,1663120339
54.02957,1663120399
35,1663120459
53.328964,1663120519
53.0287,1663120579
39,1663120639
52.42818,1663120699
52.127922,1663120759
51.727573,1663120819
51.42731,1663120879
51.12705,1663120939
50.82679,1663120999
50.526527,1663121059
