PTC11,timestamp
21.201036,1663103899
21.40121,1663103959
21.701471,1663104019
22.001734,1663104079
22.502169,1663104139
23.10269,1663104199
23.703213,1663104259
24.503908,1663104319
25.304604,1663104379
26.205387,1663104439
27.206257,1663104499
28.207127,1663104559
29.207996,1663104619
30.40904,1663104679
31.509998,1663104739
32.71104,1663104799
34.012173,1663104859
35.313305,1663104919
36.614437,1663104979
38.01565,1663105039
39.41687,1663105099
40.81809,1663105159
42.319393,1663105219
43.820698,1663105279
45.322002,1663105339
46.82331,1663105399
48.4247,1663105459
50.026093,1663105519
51.627483,1663105579
53.228878,1663105639
54.930355,1663105699
56.631836,1663105759
58.333313,1663105819
60.034794,1663105879
61.73627,1663105939
63.537838,1663105999
65.23932,1663106059
53,1663106119
68.84245,1663106179
70.64401,1663106239
52,1663106299
74.24715,1663106359
76.1488,1663106419
77.95036,1663106479
79.85202,1663106539
81.75367,1663106599
83.65533,1663106659
85.55698,1663106719
87.558716,1663106779
89.46037,1663106839
91.36202,1663106899
93.16359,1663106959
94.86507,1663107019
96.56655,1663107079
98.16794,1663107139
99.56916,1663107199
101.070465,1663107259
102.3716,1663107319
103.67272,1663107379
104.87377,1663107439
106.074814,1663107499
107.17577,1663107559
108.276726,1663107619
109.377686,1663107679
110.378555,1663107739
111.279335,1663107799
112.280205,1663107859
122,1663107919
113.98169,1663107979
114.78238,1663108039
115.58308,1663108099
123,1663108159
117.08438,1663108219
117.784996,1663108279
118.4856,1663108339
119.08612,1663108399
119.686646,1663108459
120.28717,1663108519
120.787605,1663108579
121.38812,1663108639
121.788475,1663108699
122.28891,1663108759
122.689255,1663108819
110,1663108879
123.48995,1663108939
111,1663108999
124.19056,1663109059
124.49082,1663109119
124.791084,1663109179
125.09135,1663109239
125.3916,1663109299
125.59178,1663109359
125.89204,1663109419
126.09222,1663109479
126.29239,1663109539
126.59265,1663109599
126.79282,1663109659
126.993,1663109719
127.09309,1663109779
127.29326,1663109839
127.49343,1663109899
127.59352,1663109959
127.79369,1663110019
127.893776,1663110079
127.993866,1663110139
128.19405,1663110199
128.29413,1663110259
128.39421,1663110319
128.49431,1663110379
128.59439,1663110439
128.69447,1663110499
128.79456,1663110559
128.89465,1663110619
128.89465,1663110679
128.99474,1663110739
129.09482,1663110799
129.19492,1663110859
129.19492,1663110919
129.295,1663110979
129.39508,1663111039
129.39508,1663111099
129.49518,1663111159
129.49518,1663111219
129.59526,1663111279
129.59526,1663111339
129.69534,1663111399
129.69534,1663111459
129.69534,1663111519
129.79543,1663111579
129.79543,1663111639
129.79543,1663111699
129.89552,1663111759
129.89552,1663111819
129.9956,1663111879
129.9956,1663111939
129.9956,1663111999
129.9956,1663112059
129.9956,1663112119
129.9956,1663112179
130.09569,1663112239
130.09569,1663112299
130.09569,1663112359
129.9956,1663112419
129.9956,1663112479
129.9956,1663112539
129.9956,1663112599
129.9956,1663112659
129.9956,1663112719
129.89552,1663112779
129.89552,1663112839
129.89552,1663112899
129.89552,1663112959
129.89552,1663113019
129.89552,1663113079
129.9956,1663113139
129.9956,1663113199
129.9956,1663113259
129.9956,1663113319
130.09569,1663113379
130.09569,1663113439
130.09569,1663113499
130.09569,1663113559
130.09569,1663113619
130.09569,1663113679
130.09569,1663113739
130.09569,1663113799
130.09569,1663113859
130.09569,1663113919
130.09569,1663113979
130.09569,1663114039
130.09569,1663114099
130.09569,1663114159
130.09569,1663114219
130.09569,1663114279
130.09569,1663114339
130.09569,1663114399
130.09569,1663114459
130.09569,1663114519
130.09569,1663114579
130.09569,1663114639
129.89552,1663114699
129.69534,1663114759
129.39508,1663114819
128.99474,1663114879
128.49431,1663114939
127.79369,1663114999
127.19317,1663115059
126.49256,1663115119
125.691864,1663115179
124.690994,1663115239
123.790215,1663115299
122.689255,1663115359
121.588295,1663115419
120.38725,1663115479
119.08612,1663115539
117.88508,1663115599
116.58395,1663115659
115.282814,1663115719
113.8816,1663115779
112.58047,1663115839
111.279335,1663115899
109.87812,1663115959
108.57699,1663116019
107.275856,1663116079
105.974724,1663116139
104.67359,1663116199
103.47255,1663116259
102.17142,1663116319
122,1663116379
99.66924,1663116439
98.4682,1663116499
97.26716,1663116559
96.1662,1663116619
94.96516,1663116679
93.8642,1663116739
123,1663116799
91.662285,1663116859
90.661415,1663116919
89.560455,1663116979
88.559586,1663117039
87.558716,1663117099
86.557846,1663117159
85.55698,1663117219
84.6562,1663117279
83.75541,1663117339
82.85463,1663117399
81.95385,1663117459
81.05306,1663117519
80.15228,1663117579
79.351585,1663117639
78.55089,1663117699
77.75019,1663117759
76.94949,1663117819
76.1488,1663117879
75.34811,1663117939
74.64749,1663117999
73.946884,1663118059
73.24628,1663118119
72.44558,1663118179
71.74497,1663118239
71.14445,1663118299
